Accession	Organism	Kingdom	Protein_Length	Cleavage_Site	label	Transmembrane_Helix_N_Terminus	fold	Type
P53212	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	290		0	False	0.0	train
Q5SS91	Mus musculus	Metazoa	320		0	True	3.0	train
F1NSM7	Gallus gallus	Metazoa	743	18.0	1		4.0	train
Q8N196	Homo sapiens	Metazoa	739		0	False	0.0	train
Q9Y6N9	Homo sapiens	Metazoa	552		0	False	0.0	train
Q6K678	Oryza sativa subsp. japonica	Plants	210		0	False	4.0	train
Q9FJJ3	Arabidopsis thaliana	Plants	309		0	False	2.0	train
Q9TZ70	Caenorhabditis elegans	Metazoa	205		0	False	3.0	train
P05109	Homo sapiens	Metazoa	93		0	False	1.0	train
Q9FZ47	Arabidopsis thaliana	Plants	290		0	False	0.0	train
P47988	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	759		0	False	3.0	train
P08212	Pisum sativum	Plants	81		0	True	2.0	train
P14618	Homo sapiens	Metazoa	531		0	False	4.0	train
Q8IJX8	Plasmodium falciparum (isolate 3D7)	Other	107		0	False	2.0	train
Q12018	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	815		0	False	3.0	train
Q9CX92	Mus musculus	Metazoa	205		0	True	0.0	train
Q17784	Caenorhabditis elegans	Metazoa	830		0	False	2.0	train
Q12753	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	694		0	False	0.0	train
P70169	Mus musculus	Metazoa	412		0	False	3.0	train
O14894	Homo sapiens	Metazoa	197		0	True	3.0	train
O76818	Agrotis ipsilon	Metazoa	193	19.0	1		1.0	train
Q3UNW5	Mus musculus	Metazoa	479		0	False	3.0	train
P49888	Homo sapiens	Metazoa	294		0	False	4.0	train
Q9C7G6	Arabidopsis thaliana	Plants	256		0	False	1.0	train
Q6P589	Homo sapiens	Metazoa	184		0	False	3.0	train
Q9QZ04	Mus musculus	Metazoa	1284		0	False	3.0	train
P34447	Caenorhabditis elegans	Metazoa	867		0	False	1.0	train
P53615	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	221		0	False	0.0	train
P38140	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	529		0	False	2.0	train
Q4KMQ1	Homo sapiens	Metazoa	711		0	False	3.0	train
P32489	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	222		0	False	1.0	train
Q94AV5	Arabidopsis thaliana	Plants	459		0	False	1.0	train
Q9NVA1	Homo sapiens	Metazoa	299		0	False	0.0	train
Q9FMW8	Arabidopsis thaliana	Plants	354		0	False	2.0	train
Q7XB51	Physcomitrium patens	Plants	967		0	True	2.0	train
Q14CZ7	Homo sapiens	Metazoa	662		0	False	2.0	train
Q01831	Homo sapiens	Metazoa	940		0	False	2.0	train
P36552	Mus musculus	Metazoa	443		0	False	1.0	train
O08759	Mus musculus	Metazoa	870		0	False	3.0	train
Q9ESK9	Mus musculus	Metazoa	1588		0	False	4.0	train
O74889	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1024		0	False	1.0	train
O48716	Arabidopsis thaliana	Plants	465		0	False	3.0	train
O23299	Arabidopsis thaliana	Plants	240		0	False	3.0	train
Q8K440	Mus musculus	Metazoa	1620		0	True	3.0	train
P02836	Drosophila melanogaster	Metazoa	552		0	False	3.0	train
Q6PCQ0	Mus musculus	Metazoa	778		0	False	0.0	train
Q96BM1	Homo sapiens	Metazoa	317		0	False	3.0	train
Q3ZC04	Bos taurus	Metazoa	102		0	False	4.0	train
Q9EQJ4	Rattus norvegicus	Metazoa	579		0	False	3.0	train
Q6UW10	Homo sapiens	Metazoa	78	19.0	1		2.0	train
E9QAU8	Mus musculus	Metazoa	347		0	False	2.0	train
Q12754	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1228		0	False	2.0	train
Q9NQS5	Homo sapiens	Metazoa	396		0	True	2.0	train
Q8R1N0	Mus musculus	Metazoa	363		0	False	2.0	train
Q9VE04	Drosophila melanogaster	Metazoa	107		0	False	3.0	train
Q93ZF6	Arabidopsis thaliana	Plants	153		0	False	3.0	train
Q9JJK1	Rattus norvegicus	Metazoa	265		0	True	3.0	train
Q9Z286	Rattus norvegicus	Metazoa	1608		0	False	4.0	train
O94851	Homo sapiens	Metazoa	1957		0	False	4.0	train
Q9UKL0	Homo sapiens	Metazoa	485		0	False	1.0	train
Q8H0U4	Arabidopsis thaliana	Plants	891		0	False	0.0	train
Q9BVJ7	Homo sapiens	Metazoa	150		0	False	1.0	train
P34784	Aglaothamnion neglectum	Other	317		0	False	4.0	train
A0A0U2X0E4	Mycosarcoma maydis	Fungi	443		0	False	0.0	train
Q9SNX8	Apium graveolens	Plants	496		0	False	1.0	train
Q01501	Dictyostelium discoideum	Other	275		0	False	4.0	train
P07261	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	785		0	False	0.0	train
O75689	Homo sapiens	Metazoa	374		0	False	0.0	train
O94621	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	365		0	False	4.0	train
Q581T1	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	2167		0	False	4.0	train
Q6ZY51	Arabidopsis thaliana	Plants	1196		0	False	3.0	train
Q6IPR1	Homo sapiens	Metazoa	90		0	False	0.0	train
Q9SA14	Arabidopsis thaliana	Plants	404		0	False	2.0	train
Q7SHB2	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	348		0	False	4.0	train
Q02204	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	264		0	False	2.0	train
O35047	Mus musculus	Metazoa	217		0	False	1.0	train
Q9BYI3	Homo sapiens	Metazoa	521		0	False	2.0	train
O00910	Dictyostelium discoideum	Other	707		0	False	4.0	train
Q9UN81	Homo sapiens	Metazoa	338		0	False	0.0	train
Q64279	Mus musculus	Metazoa	216		0	False	4.0	train
Q9T0A4	Arabidopsis thaliana	Plants	250		0	False	1.0	train
P32524	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	280		0	False	2.0	train
Q8WUF5	Homo sapiens	Metazoa	828		0	False	0.0	train
Q9URQ5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	78		0	False	2.0	train
Q8RXH2	Arabidopsis thaliana	Plants	716		0	False	4.0	train
P02240	Lupinus luteus	Plants	154		0	False	3.0	train
Q93WG3	Arabidopsis thaliana	Plants	294		0	False	0.0	train
Q5JVF3	Homo sapiens	Metazoa	399		0	False	1.0	train
Q9CPY0	Mus musculus	Metazoa	246		0	False	3.0	train
Q10R09	Oryza sativa subsp. japonica	Plants	310		0	False	0.0	train
Q91XT6	Mus musculus	Metazoa	489		0	False	0.0	train
P67876	Aspergillus restrictus	Fungi	176	27.0	1		2.0	train
P53102	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	219		0	False	3.0	train
Q9VR19	Drosophila melanogaster	Metazoa	379		0	False	3.0	train
P49334	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	152		0	False	1.0	train
O95218	Homo sapiens	Metazoa	330		0	False	4.0	train
Q9FL12	Arabidopsis thaliana	Plants	592		0	False	4.0	train
Q24824	Entamoeba histolytica (strain ATCC 30459 / HM-1:IMSS / ABRM)	Other	96	19.0	1		0.0	train
A7UWX2	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	470		0	False	2.0	train
Q9C516	Arabidopsis thaliana	Plants	848		0	False	1.0	train
P38088	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	690		0	False	2.0	train
O65370	Arabidopsis thaliana	Plants	138		0	False	0.0	train
Q04408	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	483		0	False	3.0	train
Q12297	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	353		0	False	1.0	train
P42256	Aspergillus niger	Fungi	321	19.0	1		4.0	train
Q8RY95	Arabidopsis thaliana	Plants	1035		0	False	2.0	train
A0A163UT06	Caenorhabditis elegans	Metazoa	277		0	False	3.0	train
Q6DN90	Homo sapiens	Metazoa	963		0	False	1.0	train
Q8IUR7	Homo sapiens	Metazoa	673		0	False	3.0	train
P21549	Homo sapiens	Metazoa	392		0	False	4.0	train
Q9Z266	Mus musculus	Metazoa	136		0	False	3.0	train
Q9QX98	Mus musculus	Metazoa	324		0	False	2.0	train
Q584U2	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	267		0	False	0.0	train
P06509	Spinacia oleracea	Plants	272		0	False	0.0	train
Q92575	Homo sapiens	Metazoa	508		0	False	2.0	train
P40069	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1113		0	False	1.0	train
Q9VLP7	Drosophila melanogaster	Metazoa	397		0	False	2.0	train
P52706	Prunus serotina	Plants	563	27.0	1		3.0	train
Q76CE8	Typhula ishikariensis	Fungi	243	20.0	1		4.0	train
G5EDP2	Caenorhabditis elegans	Metazoa	412		0	False	2.0	train
Q12361	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	961		0	True	3.0	train
Q9VAW5	Drosophila melanogaster	Metazoa	1673		0	False	3.0	train
O75462	Homo sapiens	Metazoa	422	37.0	1		0.0	train
Q5U117	Drosophila melanogaster	Metazoa	639		0	False	4.0	train
P20398	Xenopus laevis	Metazoa	591		0	False	3.0	train
Q9SPI9	Chlamydomonas reinhardtii	Plants	115		0	True	0.0	train
Q9NYV7	Homo sapiens	Metazoa	291		0	True	2.0	train
P47057	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	423		0	False	1.0	train
Q9D1E5	Mus musculus	Metazoa	489		0	True	0.0	train
P35639	Mus musculus	Metazoa	168		0	False	4.0	train
Q63472	Rattus norvegicus	Metazoa	962		0	False	3.0	train
P56749	Homo sapiens	Metazoa	244		0	True	0.0	train
Q08245	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	113		0	False	2.0	train
P34537	Caenorhabditis elegans	Metazoa	837		0	False	2.0	train
Q60700	Mus musculus	Metazoa	888		0	False	1.0	train
O94446	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	463		0	False	2.0	train
Q9H832	Homo sapiens	Metazoa	354		0	False	3.0	train
P06727	Homo sapiens	Metazoa	396	20.0	1		3.0	train
Q9P000	Homo sapiens	Metazoa	198		0	False	3.0	train
P41271	Homo sapiens	Metazoa	181	16.0	1		3.0	train
Q9FXI5	Arabidopsis thaliana	Plants	794		0	False	2.0	train
Q96N11	Homo sapiens	Metazoa	449		0	False	0.0	train
Q8ND71	Homo sapiens	Metazoa	665		0	False	3.0	train
Q99590	Homo sapiens	Metazoa	1463		0	False	0.0	train
Q03372	Drosophila melanogaster	Metazoa	515		0	False	1.0	train
P04557	Bos taurus	Metazoa	140	25.0	1		4.0	train
A6NK58	Homo sapiens	Metazoa	231		0	False	0.0	train
Q95RQ8	Drosophila melanogaster	Metazoa	683		0	False	3.0	train
Q9SLB9	Arabidopsis thaliana	Plants	450		0	False	0.0	train
O60602	Homo sapiens	Metazoa	858	20.0	1		1.0	train
K9N4Q4	Phlebotomus papatasi	Metazoa	246	23.0	1		2.0	train
Q07508	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	261		0	False	2.0	train
Q06106	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	887		0	False	2.0	train
Q9UM07	Homo sapiens	Metazoa	663		0	False	2.0	train
Q92733	Homo sapiens	Metazoa	491		0	False	2.0	train
Q96GJ1	Homo sapiens	Metazoa	504		0	False	4.0	train
Q54T86	Dictyostelium discoideum	Other	568		0	False	3.0	train
Q9URQ3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	322		0	False	4.0	train
Q9HAV4	Homo sapiens	Metazoa	1204		0	False	0.0	train
Q9Y3A4	Homo sapiens	Metazoa	280		0	False	4.0	train
Q6S5L8	Homo sapiens	Metazoa	630		0	False	2.0	train
Q12333	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	620		0	True	0.0	train
Q9Y240	Homo sapiens	Metazoa	323	21.0	1		4.0	train
O61766	Caenorhabditis elegans	Metazoa	383		0	False	0.0	train
Q8RWE8	Arabidopsis thaliana	Plants	442		0	False	2.0	train
Q64429	Mus musculus	Metazoa	543		0	False	3.0	train
P39952	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	402		0	False	0.0	train
Q96QP1	Homo sapiens	Metazoa	1244		0	False	3.0	train
P13598	Homo sapiens	Metazoa	275	24.0	1		1.0	train
Q9H8E8	Homo sapiens	Metazoa	782		0	False	2.0	train
P03871	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	373		0	False	1.0	train
Q8LJT8	Arabidopsis thaliana	Plants	743		0	False	1.0	train
Q9M9X4	Arabidopsis thaliana	Plants	295		0	False	2.0	train
P47045	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	478		0	True	3.0	train
P10749	Mus musculus	Metazoa	269		0	False	1.0	train
Q9Y7M6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	217		0	False	1.0	train
Q80Z37	Mus musculus	Metazoa	1033		0	False	2.0	train
Q18221	Caenorhabditis elegans	Metazoa	1507		0	False	4.0	train
Q9NS73	Homo sapiens	Metazoa	344		0	False	4.0	train
Q8VXP3	Chlamydomonas reinhardtii	Plants	1115		0	False	2.0	train
Q9WTW1	Rattus norvegicus	Metazoa	1043		0	False	1.0	train
O21619	Ovis aries	Metazoa	261		0	True	1.0	train
Q7SB98	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	312		0	False	4.0	train
P14712	Arabidopsis thaliana	Plants	1122		0	False	0.0	train
Q07950	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	538		0	True	2.0	train
Q9LU05	Arabidopsis thaliana	Plants	168		0	False	4.0	train
P46997	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	583		0	False	4.0	train
Q9BZ67	Homo sapiens	Metazoa	464		0	False	3.0	train
A0A075TRB3	Penicillium expansum	Fungi	259		0	False	3.0	train
P04217	Homo sapiens	Metazoa	495	21.0	1		2.0	train
P82916	Bos taurus	Metazoa	130		0	False	3.0	train
Q9UHV9	Homo sapiens	Metazoa	154		0	False	4.0	train
P04119	Sus scrofa	Metazoa	178	18.0	1		2.0	train
Q8N183	Homo sapiens	Metazoa	169		0	False	3.0	train
P97367	Mus musculus	Metazoa	477		0	False	3.0	train
P69851	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	72		0	False	0.0	train
Q5M731	Arabidopsis thaliana	Plants	522		0	False	4.0	train
O13978	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	184		0	False	0.0	train
A8BFN4	Giardia intestinalis (strain ATCC 50803 / WB clone C6)	Other	1480		0	False	2.0	train
Q12020	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	392		0	False	4.0	train
P39965	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	576		0	False	3.0	train
Q9FNN3	Arabidopsis thaliana	Plants	908		0	False	3.0	train
Q8WUX2	Homo sapiens	Metazoa	184		0	False	4.0	train
O13709	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	244		0	False	2.0	train
Q80T11	Mus musculus	Metazoa	461		0	False	0.0	train
P63072	Mus musculus	Metazoa	162		0	False	1.0	train
Q9NYG5	Homo sapiens	Metazoa	84		0	False	2.0	train
D4ACN8	Rattus norvegicus	Metazoa	147		0	True	3.0	train
P38169	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	460		0	False	3.0	train
P40993	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	198		0	False	4.0	train
G5EEU2	Caenorhabditis elegans	Metazoa	714		0	False	0.0	train
P42356	Homo sapiens	Metazoa	2102		0	False	0.0	train
P15309	Homo sapiens	Metazoa	386	32.0	1		0.0	train
Q10271	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	321		0	False	0.0	train
P47015	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	356		0	False	4.0	train
O08691	Mus musculus	Metazoa	354		0	False	2.0	train
Q8LEG1	Arabidopsis thaliana	Plants	258		0	False	0.0	train
Q9GZN0	Homo sapiens	Metazoa	384		0	True	2.0	train
Q9UUH6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	188		0	False	3.0	train
Q96I59	Homo sapiens	Metazoa	477		0	False	1.0	train
Q06672	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	205		0	False	4.0	train
Q05937	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	343		0	False	3.0	train
Q9LVV5	Arabidopsis thaliana	Plants	223		0	False	4.0	train
Q5JS13	Homo sapiens	Metazoa	557		0	False	2.0	train
Q13492	Homo sapiens	Metazoa	652		0	False	1.0	train
Q7XHR2	Oryza sativa subsp. japonica	Plants	927		0	False	2.0	train
G4SLH0	Caenorhabditis elegans	Metazoa	18562		0	False	0.0	train
P12318	Homo sapiens	Metazoa	317	33.0	1		2.0	train
Q9H5Z6	Homo sapiens	Metazoa	455		0	False	4.0	train
Q09675	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	240		0	False	3.0	train
O00198	Homo sapiens	Metazoa	91		0	True	2.0	train
E0XKJ9	Tabanus yao	Metazoa	349	25.0	1		0.0	train
Q09821	Sus scrofa	Metazoa	138		0	False	1.0	train
Q4FX73	Leishmania major	Other	264		0	False	0.0	train
Q9CPQ8	Mus musculus	Metazoa	103		0	False	0.0	train
P79208	Ovis aries	Metazoa	603	16.0	1		2.0	train
D3ZNV2	Rattus norvegicus	Metazoa	288		0	False	1.0	train
P23542	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	418		0	False	2.0	train
Q09847	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1325		0	False	2.0	train
P04552	Haliotis rufescens	Metazoa	154	18.0	1		2.0	train
Q96QA5	Homo sapiens	Metazoa	445		0	True	1.0	train
Q92317	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	146		0	False	0.0	train
P58753	Homo sapiens	Metazoa	221		0	False	1.0	train
Q10341	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	504		0	False	4.0	train
P11420	Drosophila melanogaster	Metazoa	710		0	False	4.0	train
Q24174	Drosophila melanogaster	Metazoa	904		0	False	1.0	train
C0HLA0	Chamaecyparis obtusa	Plants	556	28.0	1		3.0	train
P86924	Trypanosoma brucei brucei	Other	416		0	False	4.0	train
P24807	Mus musculus	Metazoa	76	26.0	1		1.0	train
Q9Y6H6	Homo sapiens	Metazoa	103		0	True	1.0	train
Q4WZ11	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	87	19.0	1		3.0	train
A9UGV6	Oryza sativa subsp. japonica	Plants	61	26.0	1		4.0	train
P32803	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	203	20.0	1		4.0	train
Q61464	Mus musculus	Metazoa	1960		0	False	2.0	train
P49789	Homo sapiens	Metazoa	147		0	False	2.0	train
Q9FIB6	Arabidopsis thaliana	Plants	442		0	False	0.0	train
Q49B96	Homo sapiens	Metazoa	90		0	False	1.0	train
Q6ZVD7	Homo sapiens	Metazoa	989		0	False	0.0	train
P81451	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	68		0	True	2.0	train
P50535	Drosophila melanogaster	Metazoa	1039		0	False	0.0	train
Q03782	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	492		0	False	4.0	train
Q8W4J9	Arabidopsis thaliana	Plants	908		0	False	3.0	train
P22033	Homo sapiens	Metazoa	750		0	False	2.0	train
Q12144	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	273		0	True	3.0	train
Q9BWW7	Homo sapiens	Metazoa	348		0	False	3.0	train
Q95T12	Drosophila melanogaster	Metazoa	194		0	True	2.0	train
Q8NB16	Homo sapiens	Metazoa	471		0	False	0.0	train
P59178	Mus musculus	Metazoa	703		0	False	0.0	train
O60931	Homo sapiens	Metazoa	367	22.0	1		3.0	train
O13898	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	893		0	True	2.0	train
O22802	Arabidopsis thaliana	Plants	97		0	True	1.0	train
D3YXJ0	Mus musculus	Metazoa	1211		0	False	0.0	train
Q6I621	Oryza sativa subsp. japonica	Plants	510		0	False	0.0	train
Q9Y2R0	Homo sapiens	Metazoa	106		0	True	1.0	train
Q8LGJ5	Arabidopsis thaliana	Plants	276		0	False	0.0	train
O15091	Homo sapiens	Metazoa	583		0	False	4.0	train
Q92917	Homo sapiens	Metazoa	476		0	False	3.0	train
Q960V3	Drosophila melanogaster	Metazoa	1122		0	False	4.0	train
P92949	Arabidopsis thaliana	Plants	725		0	True	2.0	train
P53187	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	214		0	False	2.0	train
A3KPQ7	Danio rerio	Metazoa	1378		0	True	2.0	train
Q03834	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1242		0	False	1.0	train
Q02931	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	896		0	False	0.0	train
V5IM60	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	59		0	False	1.0	train
Q9VJL6	Drosophila melanogaster	Metazoa	138		0	False	0.0	train
Q8AYS7	Gallus gallus	Metazoa	753		0	False	2.0	train
Q811I0	Mus musculus	Metazoa	324		0	False	4.0	train
Q9LF68	Arabidopsis thaliana	Plants	177		0	False	1.0	train
Q03862	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	593		0	False	1.0	train
P86929	Metaphire guillelmi	Metazoa	73	14.0	1		2.0	train
Q59UY7	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	917		0	False	3.0	train
P10803	Secale cereale	Plants	353		0	True	1.0	train
A0A161CFW5	Trypanosoma brucei brucei	Other	305		0	False	3.0	train
O75506	Homo sapiens	Metazoa	76		0	False	4.0	train
Q9N4U5	Caenorhabditis elegans	Metazoa	547		0	False	4.0	train
Q9D2V8	Mus musculus	Metazoa	456		0	True	3.0	train
Q680B9	Arabidopsis thaliana	Plants	528		0	False	1.0	train
Q01329	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	785		0	False	1.0	train
Q9YHY6	Xenopus laevis	Metazoa	1364		0	False	2.0	train
Q86Y78	Homo sapiens	Metazoa	171	22.0	1		0.0	train
Q9BT23	Homo sapiens	Metazoa	127		0	False	0.0	train
Q96B26	Homo sapiens	Metazoa	276		0	False	0.0	train
O65282	Arabidopsis thaliana	Plants	253		0	False	4.0	train
P41698	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	603		0	False	2.0	train
Q17602	Caenorhabditis elegans	Metazoa	1390		0	False	1.0	train
Q8MMZ7	Toxoplasma gondii	Other	994		0	False	2.0	train
P25042	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	368		0	False	0.0	train
O77475	Drosophila melanogaster	Metazoa	392		0	True	3.0	train
P06701	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	978		0	False	4.0	train
Q8VY15	Arabidopsis thaliana	Plants	899		0	False	4.0	train
Q8C9E8	Mus musculus	Metazoa	313		0	True	3.0	train
Q13325	Homo sapiens	Metazoa	482		0	False	3.0	train
P39103	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	70		0	True	4.0	train
Q08421	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	412		0	False	3.0	train
Q6NNI3	Arabidopsis thaliana	Plants	190		0	False	2.0	train
P05066	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	565		0	False	2.0	train
Q8K3D3	Mus musculus	Metazoa	89		0	False	1.0	train
Q8W4L5	Arabidopsis thaliana	Plants	790		0	False	4.0	train
Q76FK4	Homo sapiens	Metazoa	1167		0	False	2.0	train
P62952	Homo sapiens	Metazoa	87		0	True	2.0	train
Q8H7F6	Arabidopsis thaliana	Plants	293		0	False	2.0	train
P11031	Mus musculus	Metazoa	127		0	False	0.0	train
Q53JF7	Oryza sativa subsp. japonica	Plants	138		0	False	0.0	train
P53552	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1597		0	False	4.0	train
P12354	Spinacia oleracea	Plants	125		0	False	2.0	train
Q03370	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	554		0	False	3.0	train
P20797	Antheraea polyphemus	Metazoa	163	21.0	1		3.0	train
Q8IU99	Homo sapiens	Metazoa	346		0	True	1.0	train
Q9Y2M0	Homo sapiens	Metazoa	1017		0	False	2.0	train
Q9JJR2	Mus musculus	Metazoa	179		0	False	0.0	train
Q03825	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	758		0	False	1.0	train
Q6NVF4	Mus musculus	Metazoa	1074		0	False	4.0	train
Q8MMH5	Pimpla hypochondriaca	Metazoa	61	20.0	1		3.0	train
Q9BPX6	Homo sapiens	Metazoa	476		0	False	3.0	train
Q9U2M1	Caenorhabditis elegans	Metazoa	1499		0	False	1.0	train
O75161	Homo sapiens	Metazoa	1426		0	False	4.0	train
Q9USL4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	549		0	False	3.0	train
Q8BM47	Mus musculus	Metazoa	761		0	False	4.0	train
Q9U8D1	Olivierus martensii	Metazoa	56	28.0	1		3.0	train
P0DUS7	Doratifera vulnerans	Metazoa	56	19.0	1		2.0	train
Q80U72	Mus musculus	Metazoa	1665		0	False	1.0	train
P38429	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	201		0	False	0.0	train
O76942	Encephalitozoon cuniculi (strain GB-M1)	Fungi	395	22.0	1		1.0	train
P49411	Homo sapiens	Metazoa	455		0	False	0.0	train
Q2EMV9	Mus musculus	Metazoa	1817		0	False	3.0	train
Q9JLI6	Mus musculus	Metazoa	432		0	False	0.0	train
Q02521	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	185		0	False	4.0	train
P97480	Mus musculus	Metazoa	510		0	False	2.0	train
Q6NZF1	Mus musculus	Metazoa	792		0	False	0.0	train
